代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,Market Cap,市盈率,PB,5日的区间涨跌幅,PEG
sz300154,瑞凌股份,4.47,0.05,1.131,4.46,4.47,4.42,4.37,4.68,3.99,12707635.0,54209155.0,2031235944.0,16.72,1.19,-0.22125435540069693,-62.102857142857125
sz300463,迈克生物,11.32,1.02,9.903,11.31,11.32,10.3,10.28,11.37,10.1,13365866.0,145356894.0,6933155758.8,16.78,1.09,-0.03577512776831345,-51.99216612960974
sz300501,海顺新材,9.57,-0.05,-0.52,9.57,9.58,9.62,9.32,9.98,8.83,5872639.0,54553846.0,1852099182.45,16.89,1.1,-0.16199649737302974,-98.26909090909093
sh603697,有友食品,6.22,0.05,0.81,6.22,6.23,6.17,5.86,6.45,5.57,7590171.0,45215349.0,2660244849.56,16.95,1.46,-0.13611111111111115,-55.472727272727276
sz300200,高盟新材,5.35,0.08,1.518,5.34,5.35,5.27,5.21,5.55,4.8,12144480.0,62546353.0,2305706652.1,17.04,1.13,-0.07439446366782017,-157.62000000000006
sh603535,嘉诚国际,12.9,-0.04,-0.309,12.87,12.9,12.94,13.02,13.21,11.67,3302496.0,40980610.0,3008904308.4,17.05,1.29,-0.12125340599455037,-172.63124999999988
sh603788,宁波高发,9.57,-0.09,-0.932,9.55,9.57,9.66,9.1,10.07,8.69,10598260.0,97653460.0,2134732700.76,17.12,1.09,-0.17712811693895103,-85.6
sz300994,久祺股份,8.09,-0.1,-1.221,8.05,8.09,8.19,8.01,8.34,7.11,7506055.0,57084770.0,1885681920.0,17.2,1.69,-0.2474418604651163,-53.278048780487794
sh603206,嘉环科技,12.28,0.31,2.59,12.28,12.29,11.97,11.42,12.7,10.82,5658055.0,66245070.0,3747855852.64,17.2,1.76,-0.1228571428571429,-98.89999999999998
sh600456,宝钛股份,23.39,1.89,8.791,23.34,23.39,21.5,21.21,23.58,21.2,7078170.0,159235569.0,11175216637.210001,17.2,1.71,-0.03307151715584955,-1240.1829268292538
sh600897,厦门空港,11.88,0.58,5.133,11.87,11.88,11.3,11.04,11.99,10.96,4881026.0,56113326.0,4953175920.0,17.33,1.22,-0.0075187969924811904,-21.329230769230765
sh603567,珍宝岛,10.17,0.66,6.94,10.16,10.17,9.51,9.46,10.21,9.15,7490860.0,72669702.0,9579769730.64,17.64,1.27,-0.015488867376573102,-36.19403846153846
sz300828,锐新科技,8.35,-0.15,-1.765,8.34,8.36,8.5,7.85,9.0,7.45,7482850.0,60239243.0,1391066580.0,17.69,1.66,-0.26236749116607777,-122.06100000000002
sh603928,兴业股份,7.7,-0.41,-5.055,7.7,7.72,8.11,7.66,8.02,7.3,5143192.0,38508850.0,1552320000.0,17.76,1.03,-0.23913043478260862,-189.43999999999986
sz300133,华策影视,4.36,0.35,8.728,4.35,4.37,4.01,3.97,4.44,3.88,68352696.0,282782924.0,8288681336.360001,17.77,1.18,-0.07036247334754799,-390.9399999999996
sh603511,爱慕股份,11.45,0.09,0.792,11.45,11.46,11.36,11.18,11.85,10.52,2402169.0,26647315.0,4672985450.0,17.78,1.05,-0.12193251533742332,-41.03076923076923
sz300625,三雄极光,9.85,0.3,3.141,9.85,9.86,9.55,9.3,10.19,8.88,6649275.0,62571841.0,2751410350.0,17.9,1.29,-0.17226890756302526,7.458333333333333
sh603267,鸿远电子,30.71,1.18,3.996,30.71,30.73,29.53,29.0,31.03,28.31,7291075.0,217579718.0,7128306928.0,17.93,1.72,-0.08191330343796717,-711.2233333333344
sh600699,均胜电子,14.37,1.06,7.964,14.37,14.38,13.31,13.18,14.53,13.03,23991320.0,333257090.0,20243041172.91,18.0,1.5,-0.0048476454293629005,-16.277227722772277
sz000019,深粮控股,6.15,0.26,4.414,6.14,6.15,5.89,5.85,6.32,5.61,15930443.0,93867515.0,7088091812.1,18.03,1.49,-0.07796101949025482,-944.6704225352119
sz300080,易成新能,3.62,0.2,5.848,3.61,3.63,3.42,3.38,3.7,3.33,17355159.0,60744945.0,7877660922.12,18.22,1.34,-0.08121827411167509,-4.631068804275217
sz000603,盛达资源,7.91,0.52,7.037,7.91,7.92,7.39,7.27,8.05,7.11,17048897.0,130192443.0,5457657526.86,18.32,1.75,-0.07808857808857808,-139.69000000000008
sh600351,亚宝药业,5.56,0.51,10.099,5.56,0.0,5.05,5.29,5.56,5.2,26293012.0,143870534.0,4281200127.8799996,18.37,1.41,-0.027972027972028,-43.338932038834955
sh603836,海程邦达,10.23,-0.13,-1.255,10.23,10.3,10.36,10.0,10.56,9.33,3784654.0,37140736.0,2099556474.51,18.4,1.23,-0.1756647864625302,-38.419200000000004
sh601968,宝钢包装,4.15,-0.14,-3.263,4.15,4.16,4.29,4.02,4.45,3.86,24871701.0,100769722.0,4702112572.1,18.73,1.23,-0.25359712230215814,-468.2499999999996
sh603950,长源东谷,12.59,0.45,3.707,12.58,12.59,12.14,12.25,13.02,11.31,7113752.0,86821194.0,4080806772.0,18.79,1.66,-0.08569353667392882,-31.220307692307685
sh603926,铁流股份,7.36,-0.31,-4.042,7.36,7.37,7.67,7.08,7.76,6.9,5424584.0,38914555.0,1689359428.16,18.81,1.03,-0.19825708061002173,-33.530869565217394
sz300971,博亚精工,14.36,-0.05,-0.347,14.35,14.37,14.41,14.1,15.0,12.53,4097791.0,55751018.0,1206240000.0,19.04,1.27,-0.23126338329764456,-57.11999999999998
sz300438,鹏辉能源,18.68,1.21,6.926,18.67,18.68,17.47,17.11,18.87,17.11,17925421.0,322952288.0,9404209212.32,19.12,1.66,-0.07157057654075552,8.304646464646465
sh603897,长城科技,14.17,0.15,1.07,14.17,14.18,14.02,13.5,14.72,12.88,7365453.0,101320939.0,2925193599.77,19.23,1.1,-0.195800227014756,-29.548536585365852
sh603017,中衡设计,6.48,-0.38,-5.539,6.47,6.48,6.86,6.52,6.84,6.17,9402700.0,59317712.0,1787869441.44,19.23,1.25,-0.2340425531914894,-15.972459016393442
sh601878,浙商证券,9.55,0.48,5.292,9.55,9.56,9.07,9.03,9.63,8.98,35973142.0,336381563.0,37036755077.950005,19.24,1.43,-0.010362694300518097,-74.39466666666667
sh603081,大丰实业,8.59,0.14,1.657,8.58,8.59,8.45,7.87,8.92,7.62,8922461.0,72732977.0,3518700860.66,19.39,1.26,-0.15452755905511814,-68.94222222222221
sz000715,中兴商业,5.36,-0.16,-2.899,5.35,5.36,5.52,5.2,5.6,4.98,33172975.0,171910409.0,2228253518.4,19.52,1.23,-0.16640746500777595,-53.67999999999999
sh600586,金晶科技,5.43,0.45,9.036,5.43,5.44,4.98,4.86,5.48,4.83,26597717.0,139332348.0,7758221100.0,19.58,1.35,-0.030357142857142846,-26.939795519470753
sh603010,万盛股份,8.37,0.18,2.198,8.37,8.43,8.19,8.03,8.54,7.91,5318260.0,43629277.0,4934772823.41,19.71,1.21,-0.04886363636363653,-31.79632075471698
sh600315,上海家化,17.63,1.31,8.027,17.62,17.63,16.32,16.02,17.66,15.92,8289546.0,141276321.0,11921826651.8,19.96,1.57,-0.015083798882681541,-71.70814814814815
sh600857,宁波中百,6.07,-0.46,-7.044,6.07,6.08,6.53,6.01,6.38,5.88,6572805.0,39473546.0,1361621908.3300002,19.97,1.55,-0.2187902187902187,2.203586206896551
sh603115,海星股份,9.83,0.44,4.686,9.83,9.84,9.39,9.29,10.03,8.83,5420800.0,50596680.0,2351336000.0,19.99,1.22,-0.09233610341643582,-209.8949999999998
sz300741,华宝股份,16.68,1.73,11.572,16.68,16.7,14.95,14.84,17.01,14.78,4751005.0,75882954.0,10272878400.0,20.06,1.41,-0.08099173553719002,-72.66177777777777
sh603726,朗迪集团,9.45,-0.51,-5.12,9.45,9.46,9.96,9.3,9.91,8.96,6556188.0,60209064.0,1754403839.9999998,20.07,1.48,-0.20986622073578606,-52.851
sh603399,吉翔股份,5.64,-0.16,-2.759,5.64,5.65,5.8,5.39,5.9,5.22,19225113.0,105391159.0,2925189660.3599997,20.09,1.46,-0.17784256559766773,0.8734782608695654
sh601969,海南矿业,5.32,0.41,8.35,5.31,5.32,4.91,4.92,5.36,4.81,19708291.0,100011359.0,10839621343.880001,20.11,1.63,-0.055062166962699756,-63.202857142857134
sz000966,长源电力,4.07,0.36,9.704,4.06,4.07,3.71,3.67,4.08,3.61,39431407.0,154184467.0,11189763734.93,20.19,1.09,-0.06436781609195388,-3.6608241758241764
sz300586,美联新材,4.97,0.19,3.975,4.96,4.97,4.78,4.37,5.12,4.37,17458430.0,81845953.0,3534746725.6499996,20.27,1.85,-0.15187713310580214,5.503379600420609
sz300129,泰胜风能,8.19,0.72,9.639,8.18,8.19,7.47,7.39,8.25,6.93,28692911.0,225288669.0,7656824710.08,20.27,1.81,0.006142506142506011,-213.07207602339176
sz300246,宝莱特,5.8,-0.08,-1.361,5.8,5.81,5.88,5.91,6.08,5.16,12541705.0,70075464.0,1534535179.8,20.45,1.1,-0.2348284960422164,-28.86397866839043
sh600493,凤竹纺织,4.6,-0.4,-8.0,4.6,4.61,5.0,4.56,4.83,4.5,25070171.0,114575242.0,1251200000.0,20.6,1.39,-0.2294807370184255,-32.00612009237875
sh603324,盛剑环境,20.37,0.52,2.62,20.35,20.37,19.85,18.3,20.77,18.3,2246476.0,43888815.0,2540210295.0,20.72,1.69,-0.1294871794871794,-104.39692307692307
sh600477,杭萧钢构,2.68,0.17,6.773,2.67,2.68,2.51,2.49,2.73,2.4,28074015.0,72253687.0,6349217887.360001,20.76,1.21,-0.06620209059233448,-59.18149253731343
sz300441,鲍斯股份,4.76,0.05,1.062,4.76,4.77,4.71,4.6,4.99,4.29,23768399.0,109313904.0,3104742691.68,20.84,1.76,-0.1863247863247863,-34.466153846153844
sh601228,广州港,3.02,0.1,3.425,3.02,3.03,2.92,2.89,3.04,2.87,39468811.0,116865298.0,22784484680.02,20.87,1.14,-0.009836065573770428,-187.8300000000001
sh603678,火炬电子,18.05,0.92,5.371,18.05,18.08,17.13,16.7,18.15,16.5,8973284.0,155561986.0,8283140559.700001,20.92,1.56,-0.05989583333333326,-131.85939393939393
sz300243,瑞丰高材,5.69,-0.02,-0.35,5.68,5.7,5.71,5.53,5.97,5.12,14143374.0,76975449.0,1424893037.6100001,20.97,1.5,-0.22054794520547938,-59.914285714285704
sz300930,屹通新材,13.5,-0.54,-3.846,13.5,13.51,14.04,12.5,14.19,12.09,3059689.0,39629721.0,1350000000.0,20.97,1.62,-0.22324510932105865,-342.5100000000003
sh603008,喜临门,13.79,0.56,4.233,13.79,13.8,13.23,12.99,13.98,12.52,9574275.0,126414016.0,5226298025.2,20.99,1.42,-0.08614976805831681,-36.66927710843373
sz300145,中金环境,2.25,0.09,4.167,2.25,2.26,2.16,2.11,2.34,2.02,58993838.0,126651509.0,4324725531.0,21.04,1.82,-0.12451361867704275,-18.35404255319149
sh603378,亚士创能,5.41,-0.3,-5.254,5.4,5.41,5.71,5.4,5.53,5.14,11861466.0,62200347.0,2326449586.5,21.04,1.31,-0.21137026239067058,-17.579473684210523
sz000886,海南高速,3.75,0.18,5.042,3.74,3.75,3.57,3.53,3.84,3.49,10166702.0,37359613.0,3708106125.0,21.07,1.23,-0.04822335025380709,5.2675
sz300248,新开普,5.88,0.2,3.521,5.87,5.88,5.68,5.5,6.11,5.25,14765312.0,82888037.0,2800928550.84,21.23,1.41,-0.15517241379310345,-69.87349514563105
sh603130,云中马,15.71,-0.65,-3.973,15.71,15.72,16.36,16.04,16.33,14.74,2220008.0,33960669.0,2199400000.0,21.27,1.68,-0.10433295324971485,-115.46571428571436
sh600054,黄山旅游,10.19,0.32,3.242,10.19,10.2,9.87,9.7,10.52,9.28,12245881.0,120920380.0,7432376493.599999,21.37,1.66,-0.06513761467889916,-5.3425
sh603153,上海建科,14.8,-1.32,-8.189,14.8,14.81,16.12,14.62,15.5,14.51,15951760.0,235202085.0,6065944368.8,21.38,1.85,-0.21150772509323382,-1689.0199999999986
sh601866,中远海发,2.3,0.08,3.604,2.3,2.31,2.22,2.21,2.33,2.18,74836180.0,168345838.0,31224658807.6,21.4,1.08,-0.021276595744680965,-51.25088985088984
sz300948,冠中生态,8.61,-0.2,-2.27,8.61,8.62,8.81,8.58,9.0,7.58,7090250.0,58231852.0,1205486100.0,21.43,1.38,-0.2571182053494392,-71.35046403712299
sh600616,金枫酒业,4.71,0.21,4.667,4.71,4.72,4.5,4.15,4.75,4.15,12881774.0,56952052.0,3151013314.5,21.44,1.57,-0.14981949458483756,-14.293333333333335
sh603155,新亚强,15.15,-0.04,-0.263,15.15,15.18,15.19,15.0,15.79,14.27,843670.0,12582677.0,3417264300.0,21.66,1.52,-0.15973377703826958,-384.4650000000007
sh600516,方大炭素,4.43,0.35,8.578,4.42,4.43,4.08,4.0,4.44,3.99,38985013.0,165774491.0,17835048730.239998,21.68,1.03,0.0022624434389139788,-89.81714285714287
sh603566,普莱柯,14.55,0.67,4.827,14.54,14.55,13.88,13.77,14.78,13.16,4947772.0,69356510.0,5035206072.150001,21.8,1.84,-0.05580791693705382,-70.85000000000001
sz000888,峨眉山Ａ,8.24,0.13,1.603,8.23,8.24,8.11,7.91,8.46,7.47,15786959.0,125485127.0,4341763960.4800005,21.89,1.72,-0.0954994511525795,-2.413458694953391
sz300617,安靠智电,22.78,1.05,4.832,22.78,22.79,21.73,21.5,23.2,20.53,1735100.0,37743806.0,3826963368.0800004,21.9,1.42,-0.07996768982229403,-66.18666666666665
sh600507,方大特钢,4.25,0.21,5.198,4.25,4.26,4.04,4.01,4.28,3.98,26185143.0,109180481.0,9907005947.75,22.06,1.1,0.0023584905660376855,-33.352619047619044
sz300905,宝丽迪,10.48,-0.18,-1.689,10.48,10.5,10.66,10.5,10.97,9.68,6872576.0,70033159.0,1847621442.88,22.11,1.04,-0.22370370370370368,-40.81846153846154
sh603682,锦和商管,4.45,-0.49,-9.919,0.0,4.45,4.94,4.5,4.57,4.45,26472100.0,118354671.0,2102625000.0,22.14,1.88,-0.145873320537428,-115.12799999999996
sh603657,春光科技,8.83,-0.7,-7.345,8.81,8.83,9.53,9.05,9.18,8.58,4704247.0,41106188.0,1215306012.5,22.24,1.24,-0.22271126760563376,-202.63111111111115
sz300642,透景生命,11.13,0.33,3.056,11.13,11.14,10.8,10.55,11.48,9.94,3867985.0,41204386.0,1826725062.3300002,22.25,1.22,-0.1587301587301587,-99.82159090909092
sz300725,药石科技,26.23,1.83,7.5,26.23,26.26,24.4,24.17,26.76,23.56,6466412.0,162991891.0,5237203349.82,22.28,1.95,-0.053410321183688214,-62.282727272727286
sh603601,再升科技,2.59,-0.13,-4.779,2.59,2.6,2.72,2.55,2.73,2.45,37293591.0,94344745.0,2646057467.8999996,22.39,1.21,-0.21987951807228917,-55.6609118236473
sz000723,美锦能源,5.16,0.47,10.021,5.16,0.0,4.69,4.58,5.16,4.58,56860140.0,283146901.0,22323343946.52,22.45,1.53,-0.03731343283582093,-189.2214285714287
sh603275,众辰科技,30.19,2.19,7.821,30.18,30.19,28.0,27.91,30.8,26.98,1806414.0,52802568.0,4491422181.690001,22.51,1.72,-0.0988059701492537,-94.86357142857146
sh600268,国电南自,5.31,0.23,4.528,5.31,5.32,5.08,5.03,5.43,4.85,21746599.0,111808918.0,4497022969.11,22.51,1.48,-0.12807881773399019,-55.524666666666675
sh600724,宁波富达,3.51,-0.08,-2.228,3.51,3.52,3.59,3.45,3.74,3.24,22213350.0,75943262.0,5072796159.21,22.61,1.8,-0.14180929095354525,-70.07695652173915
sh601121,宝地矿业,5.27,0.12,2.33,5.26,5.27,5.15,5.15,5.43,4.96,9226479.0,47637268.0,4215999999.9999995,22.62,1.39,-0.13606557377049183,-105.56000000000004
sz300884,狄耐克,8.03,0.31,4.016,8.02,8.03,7.72,7.75,8.26,7.04,13589126.0,103579865.0,2023559999.9999998,22.79,1.48,-0.1520591341077087,-103.82111111111114
sz300303,聚飞光电,3.93,0.3,8.264,3.93,3.94,3.63,3.57,4.02,3.53,45519868.0,171289116.0,5275215313.89,22.8,1.8,-0.0860465116279069,-68.40000000000002
sz300376,易事特,5.11,0.29,6.017,5.1,5.11,4.82,4.81,5.17,4.66,17584613.0,87240679.0,11897308832.36,22.89,1.71,-0.0623853211009174,-83.93
sz000927,中国铁物,2.51,0.19,8.19,2.5,2.51,2.32,2.29,2.54,2.27,56012889.0,135060934.0,15186387638.909998,22.91,1.7,-0.015686274509803935,-79.740625
sz300850,新强联,20.62,1.29,6.674,20.61,20.62,19.33,19.0,21.18,18.8,9507727.0,188432385.0,7397254080.820001,22.98,1.62,-0.08558758314855874,-55.42235294117648
sz300791,仙乐健康,28.09,1.12,4.153,28.09,28.19,26.97,26.42,29.18,25.86,1430848.0,39361378.0,5100085568.8,23.05,1.92,-0.024652777777777808,-273.8144372693726
sh600745,闻泰科技,32.43,2.23,7.384,32.42,32.43,30.2,30.19,32.49,29.75,21914516.0,689544475.0,40304303134.32,23.23,1.11,-0.030493273542600986,-52.70462365591398
sh603386,骏亚科技,8.99,-0.21,-2.283,8.98,8.99,9.2,8.42,9.48,8.28,11108703.0,96376033.0,2933639814.4,23.3,1.92,-0.15188679245283013,-68.39677419354838
sh600980,北矿科技,11.53,0.29,2.58,11.53,11.54,11.24,10.94,11.97,10.22,6863316.0,75480720.0,2182208454.7799997,23.5,1.71,-0.1540719002201028,-150.7750906892383
sz300319,麦捷科技,6.34,0.39,6.555,6.33,6.34,5.95,5.79,6.41,5.69,31092360.0,188614951.0,5512607049.2,23.53,1.34,-0.10451977401129946,-57.91207133917398
sh600927,永安期货,13.02,0.7,5.682,13.01,13.02,12.32,12.1,13.1,11.87,7239847.0,90766446.0,18951333339.12,23.63,1.54,-0.03769401330376939,-43.75925925925925
sz300694,蠡湖股份,7.55,-0.03,-0.396,7.54,7.55,7.58,7.3,7.9,6.8,7897600.0,57392846.0,1625643176.35,23.73,1.23,-0.20609884332281808,-6.889354838709677
sz300682,朗新集团,10.17,0.82,8.77,10.16,10.18,9.35,9.35,10.32,9.07,25182278.0,244616661.0,11153444166.36,23.74,1.5,-0.058333333333333404,-57.953529411764706
sh601515,东峰集团,3.24,0.13,4.18,3.23,3.24,3.11,3.04,3.31,2.9,18480809.0,58250116.0,5971201522.92,23.77,1.04,-0.1336898395721925,-33.87225000000001
sz300543,朗科智能,5.72,-0.05,-0.867,5.72,5.73,5.77,5.62,5.95,5.0,16720516.0,90766479.0,1533688567.84,23.79,1.49,-0.2423841059602649,-79.3
sz300577,开润股份,10.27,0.48,4.903,10.27,10.31,9.79,9.31,10.68,9.18,4457036.0,43804029.0,2462666551.2799997,23.91,1.37,-0.1222222222222222,-32.60454545454545
sz000800,一汽解放,7.85,0.46,6.225,7.84,7.85,7.39,7.3,7.91,7.27,20206560.0,154156856.0,36400438028.75,23.92,1.51,0.0,-26.210113325517785
sh600792,云煤能源,3.66,0.05,1.385,3.65,3.66,3.61,3.63,3.78,3.37,29365100.0,104352786.0,3623120376.0,24.0,1.06,-0.126491646778043,4.8
sz300185,通裕重工,2.18,0.18,9.0,2.17,2.18,2.0,1.98,2.2,1.96,53506086.0,112643913.0,8495309451.380001,24.0,1.25,0.004608294930875683,-95.99999999999999
sz000593,德龙汇能,4.36,-0.38,-8.017,4.36,4.37,4.74,4.42,4.59,4.27,17094047.0,74360261.0,1563631199.24,24.03,1.37,-0.24173913043478254,-564.7050000000021
sz300088,长信科技,4.37,0.43,10.914,4.37,4.38,3.94,3.93,4.45,3.92,85711517.0,358287733.0,10728009262.36,24.06,1.29,-0.05206073752711501,-98.91333333333336
sh603055,台华新材,8.5,0.43,5.328,8.49,8.5,8.07,8.1,8.77,7.78,12455009.0,103109357.0,7568914989.5,24.08,1.77,-0.08503767491926795,-55.18333333333332
sz000061,农 产 品,5.58,0.41,7.93,5.58,5.59,5.17,5.13,5.62,5.0,14928353.0,79384072.0,9469059850.98,24.15,1.59,-0.04452054794520544,-51.800340466926066
sz300566,激智科技,10.92,0.69,6.745,10.91,10.92,10.23,10.19,11.2,9.63,10362508.0,107264977.0,2880057726.0,24.23,1.68,-0.14352941176470588,-42.61137931034482
sh603823,百合花,6.33,-0.06,-0.939,6.32,6.33,6.39,6.33,6.6,5.86,7185174.0,44206978.0,2608975813.08,24.43,1.2,-0.16929133858267717,-75.5803125
sz300703,创源股份,6.83,-0.29,-4.073,6.83,6.84,7.12,6.9,7.23,6.34,9367180.0,62331792.0,1232076267.2,24.47,1.53,-0.2486248624862486,3.3986111111111112
sz300401,花园生物,8.49,0.51,6.391,8.48,8.49,7.98,7.66,8.72,7.58,11073117.0,91001911.0,4678067123.16,24.58,1.77,-0.07717391304347816,-115.13789473684207
sh600320,振华重工,3.08,0.15,5.119,3.07,3.08,2.93,2.9,3.1,2.85,42583101.0,127620488.0,16226528783.08,24.73,1.08,-0.012820512820512832,-197.84000000000012
sh600621,华鑫股份,12.69,0.49,4.016,12.69,12.7,12.2,11.67,13.04,11.3,76303457.0,930101471.0,13462812015.48,24.74,1.74,-0.09227467811158804,-83.0557142857143
sz000663,永安林业,5.33,-0.21,-3.791,5.32,5.33,5.54,5.2,5.67,4.99,22957100.0,118349570.0,1794525341.57,24.74,1.72,-0.20802377414561668,6.185
sz300421,力星股份,7.0,0.34,5.105,7.0,7.01,6.66,6.3,7.24,5.93,24026757.0,156501178.0,2058213388.0,24.75,1.58,-0.16864608076009502,-78.81923076923077
sh600523,贵航股份,8.69,-0.05,-0.572,8.69,8.7,8.74,8.45,8.99,7.89,18746447.0,157325663.0,3513465370.7999997,24.82,1.22,-0.18018867924528303,-117.89499999999998
sz300007,汉威科技,12.93,0.67,5.465,12.92,12.93,12.26,11.99,13.28,11.52,14883720.0,184201168.0,4233871853.67,24.85,1.49,-0.07576840600428882,-1080.974999999999
sz300306,远方信息,7.36,0.08,1.099,7.35,7.36,7.28,7.1,7.73,6.56,7733062.0,54443902.0,1979536606.0800002,25.03,1.33,-0.1938663745892662,-108.46333333333331
sz300955,嘉亨家化,11.86,-0.45,-3.656,11.86,11.89,12.31,12.31,12.65,10.5,3161517.0,36304929.0,1195488000.0,25.13,1.22,-0.2638112973308504,-76.1291176470588
sh600106,重庆路桥,4.45,0.11,2.535,4.44,4.45,4.34,4.25,4.63,4.0,37506184.0,160533421.0,5914161525.900001,25.21,1.24,-0.1325536062378167,-119.74749999999997
sh603045,福达合金,8.93,-0.99,-9.98,8.93,8.94,9.92,8.93,9.5,8.93,12764198.0,115249872.0,1209525234.1499999,25.28,1.3,-0.25953565505804316,-52.828557263262276
sh603289,泰瑞机器,6.65,0.14,2.151,6.65,6.66,6.51,6.5,6.88,5.9,6704904.0,43158259.0,1965523489.3000002,25.36,1.41,-0.13636363636363633,-77.665
sh601991,大唐发电,2.38,0.1,4.386,2.38,2.39,2.28,2.26,2.44,2.25,122988809.0,286949968.0,44045970999.52,25.4,1.49,-0.024590163934426253,-30.5917900973339
sz000531,穗恒运Ａ,5.13,0.07,1.383,5.12,5.13,5.06,4.96,5.29,4.78,15086193.0,75306468.0,5342388833.16,25.5,1.02,-0.15346534653465344,-18.79048697621744
sz300915,海融科技,23.02,-0.1,-0.433,22.89,23.02,23.12,22.5,23.96,21.01,713550.0,15957610.0,2071800000.0,25.61,1.4,-0.1139337952270978,-150.56269647058815
sh603861,白云电器,6.85,0.15,2.239,6.85,6.86,6.7,6.63,7.03,6.16,9925365.0,65020856.0,2986975777.2999997,25.62,1.09,-0.12404092071611261,-71.17904347826088
sh600764,中国海防,18.72,1.56,9.091,18.71,18.72,17.16,17.16,18.77,16.58,7476456.0,132761526.0,13302982105.92,25.62,1.72,-0.04049205535622771,-82.40617124394184
sh601579,会稽山,8.39,0.41,5.138,8.38,8.39,7.98,7.97,8.55,7.65,6083424.0,49204180.0,4022698001.51,25.75,1.1,-0.09002169197396963,-52.38793103448276
sz300320,海达股份,4.88,0.15,3.171,4.87,4.88,4.73,4.73,5.07,4.52,11339843.0,53951845.0,2934022852.08,25.87,1.37,-0.1557093425605537,-80.84375000000001
sz300680,隆盛科技,12.61,0.73,6.145,12.6,12.61,11.88,11.88,12.85,11.24,6208032.0,74872943.0,2913216145.58,26.0,1.73,-0.13094417643004827,-113.45454545454545
sh603677,奇精机械,8.96,-0.49,-5.185,8.96,8.97,9.45,9.0,9.4,8.51,5504104.0,48074441.0,1721640273.92,26.0,1.6,-0.2084805653710247,-92.89729729729729
sz000899,赣能股份,6.98,0.07,1.013,6.98,6.99,6.91,6.41,7.17,6.22,37133760.0,247091163.0,6810230764.8,26.05,1.34,-0.12858926342072402,-25.048076923076923
sz300817,双飞集团,9.22,-0.18,-1.915,9.21,9.22,9.4,9.14,9.7,8.22,6912800.0,61317669.0,1610167818.24,26.12,1.61,-0.25464834276475334,-66.75111111111111
sh603690,至纯科技,23.07,1.67,7.804,23.06,23.07,21.4,20.79,23.42,20.66,6146909.0,136558766.0,8921578953.9,26.2,1.91,-0.02699283002952343,-11672.09999999999
sh603121,华培动力,5.91,-0.06,-1.005,5.91,5.92,5.97,5.6,6.23,5.37,17351992.0,98995823.0,2000734255.65,26.22,1.65,-0.18818681318681318,-23.83636363636364
sz300823,建科机械,12.29,-0.64,-4.95,12.29,12.3,12.93,11.91,13.13,10.69,7660600.0,89133059.0,1149841228.3899999,26.3,1.2,-0.26008428657435284,-43.238983050847466
sz300843,胜蓝股份,12.43,-0.33,-2.586,12.43,12.45,12.76,12.74,12.94,11.19,4907843.0,58912924.0,1859514177.84,26.39,1.73,-0.2221526908635795,-61.57666666666668
sz300826,测绘股份,9.99,0.06,0.604,9.98,9.99,9.93,9.64,10.38,8.64,9050730.0,84412662.0,1577153867.4,26.44,1.5,-0.23914699162223918,-211.5199999999998
sz300992,泰福泵业,12.06,-0.53,-4.21,12.05,12.06,12.59,12.3,12.86,10.63,5421947.0,63093243.0,1095049435.14,26.56,1.43,-0.2537128712871287,-249.0000000000001
sz300756,金马游乐,9.52,-0.19,-1.957,9.52,9.55,9.71,9.41,9.93,8.54,6030620.0,54875844.0,1500334635.52,26.63,1.04,-0.2145214521452145,-17.753333333333334
sz000576,甘化科工,5.49,-0.16,-2.832,5.49,5.5,5.65,5.18,5.65,5.09,10582446.0,55656534.0,2430048219.6600003,26.64,1.34,-0.18786982248520703,8.88
sz300804,广康生化,18.7,-0.01,-0.053,18.7,18.73,18.71,18.17,19.5,16.99,1484687.0,26676150.0,1383800000.0,26.75,1.04,-0.24107142857142863,-1183.6874999999989
sh600488,津药药业,3.37,0.05,1.506,3.36,3.37,3.32,3.26,3.49,3.1,20763443.0,68067257.0,3686553131.6,26.78,1.18,-0.14467005076142128,-92.70000000000002
sz300696,爱乐达,10.5,0.47,4.686,10.49,10.5,10.03,9.7,10.69,9.35,7832381.0,78228397.0,3078106321.5,26.99,1.61,-0.15458937198067632,-83.28342857142856
sz300100,双林股份,6.13,0.24,4.075,6.12,6.13,5.89,5.9,6.35,5.37,15794000.0,91809315.0,2456715477.98,27.04,1.11,-0.16711956521739135,-66.56
sz300283,温州宏丰,3.72,-0.02,-0.535,3.72,3.73,3.74,3.63,3.91,3.36,21728750.0,77188649.0,1626139038.0,27.11,1.87,-0.21353065539112054,-54.22
sh603590,康辰药业,25.76,0.73,2.917,25.75,25.76,25.03,24.5,26.46,23.19,3200118.0,79405707.0,4121600000.0000005,27.35,1.32,-0.09550561797752805,-88.65172413793105
sz300792,壹网壹创,16.9,1.37,8.822,16.9,16.91,15.53,15.31,17.4,14.99,4473435.0,72248566.0,4030629246.7999997,27.46,1.43,-0.06006674082313692,-57.705797101449285
sh600918,中泰证券,6.49,0.32,5.186,6.48,6.49,6.17,6.13,6.52,6.07,39623474.0,250748840.0,45226381156.44,27.65,1.22,-0.006125574272588061,-33.47105263157894
