代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,Market Cap,市盈率,PB,5日的区间涨跌幅,PEG
sh600000,浦发银行,7.0,0.11,1.597,7.0,7.01,6.89,6.89,7.0,6.86,71683218.0,498307471.0,205465237936.0,5.23,0.34,0.024890190336749624,-141.2099999999999
sh600004,白云机场,9.74,0.45,4.844,9.73,9.74,9.29,9.17,9.74,9.09,29169181.0,276640304.0,23051836076.420002,-129.37,1.32,0.03506907545164719,-78.54607142857142
sh600006,东风汽车,5.24,0.24,4.8,5.24,5.25,5.0,4.9,5.37,4.83,29716185.0,152250455.0,10480000000.0,44.57,1.29,-0.03321033210332098,-190.91158986175108
sh600007,中国国贸,17.82,0.61,3.544,17.82,17.84,17.21,17.05,17.95,16.71,4785115.0,83044950.0,17949774755.88,13.88,1.9,0.03846153846153847,157.30666666666653
sh600008,首创环保,2.76,0.08,2.985,2.76,2.77,2.68,2.66,2.78,2.65,89033747.0,242766618.0,20260030268.519997,16.69,1.07,0.014705882352941025,48.138426763110324
sh600009,上海机场,34.27,1.54,4.705,34.26,34.27,32.73,32.73,34.34,32.33,14544225.0,487836134.0,85280255521.8,-205.9,2.13,0.035347432024169234,-241.40000000000003
sh600010,包钢股份,1.47,0.08,5.755,1.46,1.47,1.39,1.39,1.47,1.37,382000326.0,547712564.0,66745265104.56,128.54,1.26,0.03521126760563384,-102.41002525252524
sh600011,华能国际,8.55,0.0,0.0,8.55,8.56,8.55,8.54,8.7,8.31,64468774.0,546525860.0,134218698219.45001,14.72,2.32,-0.023972602739725922,-70.83999999999999
sh600012,皖通高速,13.37,0.36,2.767,13.37,13.38,13.01,12.85,13.65,12.7,11286949.0,149316883.0,22175615700.0,13.3,1.8,0.07562349155269506,-291.1647482014384
sh600015,华夏银行,6.12,0.08,1.325,6.11,6.12,6.04,6.01,6.13,5.99,74055976.0,449221486.0,97399362224.16,4.17,0.36,0.009900990099009984,70.36875000000013
sh600016,民生银行,3.97,0.02,0.506,3.96,3.97,3.95,3.95,3.98,3.91,167796110.0,663310461.0,173816201452.94,4.93,0.33,0.005063291139240511,inf
sh600017,日照港,2.66,0.09,3.502,2.66,2.67,2.57,2.56,2.69,2.53,39852510.0,103851668.0,8181239342.080001,11.93,0.61,-0.0037453183520598453,-95.44
sh600018,上港集团,5.59,0.13,2.381,5.58,5.59,5.46,5.48,5.61,5.44,51741033.0,286920428.0,130158369152.5,9.7,1.08,0.012681159420289908,56.540202391904366
sh600019,宝钢股份,6.32,0.1,1.608,6.32,6.33,6.22,6.21,6.34,6.18,111221626.0,697575517.0,139797502458.88,11.46,0.7,0.027642276422764213,-23.58115384615385
sh600020,中原高速,3.31,0.07,2.16,3.31,3.32,3.24,3.2,3.39,3.14,25308400.0,81933761.0,7438800763.92,11.23,0.67,-0.0831024930747922,-12.014076576576578
sh600021,上海电力,7.96,0.38,5.013,7.95,7.96,7.58,7.48,8.03,7.4,31511833.0,243952376.0,22421279414.2,13.61,1.22,0.002518891687657377,-12.402304794075613
sh600022,山东钢铁,1.31,0.08,6.504,1.31,1.32,1.23,1.24,1.32,1.23,106524278.0,135579721.0,14015492915.74,-103.85,0.66,0.007692307692307699,189.53863275039745
sh600023,浙能电力,5.45,0.02,0.368,5.45,5.46,5.43,5.4,5.51,5.35,79298302.0,430940694.0,73077593482.05,19.8,1.09,0.01301115241635693,14.849999999999996
sh600025,华能水电,9.02,0.14,1.577,9.02,9.03,8.88,8.86,9.09,8.86,51453332.0,464056263.0,162360000000.0,21.2,3.03,0.03203661327231114,226.13333333333355
sh600026,中远海能,12.43,0.27,2.22,12.43,12.44,12.16,12.18,12.56,11.8,26942551.0,330453281.0,59300750589.85,12.8,1.7,-0.05690440060698027,-9.902369668246447
sh600027,华电国际,6.0,0.07,1.18,5.99,6.0,5.93,5.9,6.02,5.76,61572935.0,363896480.0,61365366798.0,26.68,1.54,-0.011532125205930853,-30.707169811320753
sh600028,中国石化,5.97,-0.05,-0.831,5.96,5.97,6.02,6.01,6.09,5.91,236109093.0,1412854945.0,712515032326.62,11.48,0.89,0.0016778523489932528,-168.7560000000003
sh600029,南方航空,5.63,0.22,4.067,5.63,5.64,5.41,5.41,5.65,5.34,58748775.0,323499640.0,102020706229.84,-7.12,2.41,-0.022569444444444427,-4.643478260869566
sh600030,中信证券,21.14,0.96,4.757,21.13,21.14,20.18,20.16,21.22,20.0,121024553.0,2509414266.0,313306359965.06,15.19,1.26,0.03121951219512198,-95.07814814814814
sh600031,三一重工,13.7,0.58,4.421,13.69,13.7,13.12,13.12,13.7,13.02,75132344.0,1012570936.0,116254641246.9,23.57,1.71,0.048201989288446746,-36.47580047660312
sh600032,浙江新能,6.64,0.5,8.143,6.64,6.65,6.14,6.08,6.67,6.01,13473202.0,85592761.0,15967044151.359999,31.44,1.32,-0.07132867132867142,404.16178438661746
sh600033,福建高速,3.05,0.08,2.694,3.04,3.05,2.97,2.97,3.08,2.92,53024718.0,158666845.0,8370419999.999999,9.03,0.75,-0.022435897435897526,665.3568292682849
sh600035,楚天高速,3.62,0.08,2.26,3.61,3.62,3.54,3.51,3.66,3.4,47922316.0,168806745.0,5828619561.62,6.38,0.72,-0.06217616580310875,-293.4799999999998
sh600036,招商银行,31.33,0.62,2.019,31.33,31.34,30.71,30.71,31.35,30.6,106215843.0,3296036540.0,790137762679.33,5.28,0.89,0.020188863562357454,37.44738461538465
sh600037,歌华有线,6.3,0.35,5.882,6.29,6.3,5.95,5.89,6.4,5.73,21901825.0,131985189.0,8768200669.199999,-105.12,0.68,-0.09482758620689657,-175.12221975582693
sh600038,中直股份,34.06,2.2,6.905,34.06,34.08,31.86,31.3,34.15,31.11,5976521.0,196488648.0,20077576946.960003,29.72,2.02,0.032747119466343406,-51.582146538203
sh600039,四川路桥,8.13,0.14,1.752,8.12,8.13,7.99,8.0,8.15,7.97,41039493.0,331903883.0,70857650481.45001,5.38,1.59,0.013715710723192172,9.374242424242421
sh600048,保利发展,9.44,0.16,1.724,9.44,9.45,9.28,9.13,9.56,9.05,117364710.0,1093169079.0,113000985865.92,9.23,0.58,-0.010482180293501012,-27.811447368421053
sh600050,中国联通,4.47,0.04,0.903,4.47,4.48,4.43,4.41,4.53,4.3,391385279.0,1732327726.0,142163845634.63998,17.51,0.88,-0.011061946902654829,128.8235714285713
sh600051,宁波联合,5.05,0.0,0.0,5.04,5.05,5.05,4.85,5.23,4.57,9584970.0,46285060.0,1569944000.0,18.02,0.48,-0.1775244299674267,-45.04999999999999
sh600052,东望时代,3.05,-0.21,-6.442,3.04,3.05,3.26,2.99,3.18,2.93,27210746.0,81103148.0,2574793960.0499997,-15.51,0.87,-0.22979797979797983,-3.5249999999999995
sh600053,九鼎投资,12.76,-0.52,-3.916,12.76,12.77,13.28,12.28,13.55,11.95,27585511.0,342035974.0,5531980608.0,69.89,1.92,-0.2436277415530528,38.199419847328244
sh600054,黄山旅游,10.19,0.32,3.242,10.19,10.2,9.87,9.7,10.52,9.28,12245881.0,120920380.0,7432376493.599999,21.37,1.66,-0.06513761467889916,-5.3425
sh600055,万东医疗,13.05,1.12,9.388,13.04,13.05,11.93,11.84,13.12,11.56,12671411.0,158111756.0,9174946806.9,43.59,1.97,-0.017319277108433635,-207.0525
sh600056,中国医药,11.02,0.77,7.512,11.02,11.03,10.25,10.1,11.06,10.0,28258031.0,301763349.0,16484594822.96,27.23,1.47,0.049523809523809484,198.981385135135
sh600057,厦门象屿,6.5,0.4,6.557,6.5,6.51,6.1,6.02,6.55,6.01,20046243.0,127194219.0,14743338948.0,8.41,1.01,0.020408163265306107,46.00764705882352
sh600058,五矿发展,8.09,0.69,9.324,8.09,8.1,7.4,7.35,8.14,7.16,10108784.0,78293828.0,8671757651.99,48.43,1.76,-0.04935370152761456,-107.23785714285715
sh600059,古越龙山,7.84,0.44,5.946,7.83,7.84,7.4,7.31,7.89,7.19,17131283.0,129541064.0,7146492517.92,32.96,1.29,-0.04969696969696971,-758.0799999999995
sh600060,海信视像,25.49,2.24,9.634,25.48,25.49,23.25,23.06,25.57,22.62,12493155.0,305530438.0,33274672891.949997,13.79,1.8,0.1502707581227436,28.845748792270527
sh600061,国投资本,6.51,0.37,6.026,6.51,6.52,6.14,6.05,6.54,6.0,56441707.0,355235582.0,41828752456.47,12.22,0.84,-0.025449101796407175,-30.760689655172417
sh600062,华润双鹤,18.43,1.33,7.778,18.42,18.43,17.1,16.98,18.67,16.63,15844825.0,281261319.0,19162408218.43,14.08,1.77,0.06163594470046085,55.7297087378641
sh600063,皖维高新,3.47,0.26,8.1,3.46,3.47,3.21,3.21,3.51,3.11,26435570.0,88306472.0,7492595327.780001,14.41,0.95,-0.05706521739130434,46.83249999999999
sh600064,南京高科,6.06,0.22,3.767,6.05,6.06,5.84,5.75,6.12,5.75,23375973.0,139551956.0,10485858242.64,4.63,0.6,0.0,216.97137931034547
sh600066,宇通客车,15.8,0.64,4.222,15.8,15.81,15.16,14.86,15.88,14.86,26480925.0,409137109.0,34980239723.4,19.99,2.63,0.042904290429042924,93.28666666666668
sh600067,冠城大通,1.72,-0.12,-6.522,1.71,1.72,1.84,1.69,1.76,1.66,44619419.0,74895978.0,2393670231.08,-26.38,0.35,-0.24229074889867844,24.621333333333332
sh600071,凤凰光学,15.78,-0.29,-1.805,15.78,15.79,16.07,15.86,16.48,14.46,9104698.0,138255857.0,4443235968.42,-222.22,9.12,-0.14702702702702705,444.44
sh600072,中船科技,14.99,0.7,4.899,14.98,14.99,14.29,14.09,15.34,13.48,24556494.0,354321391.0,22582760702.72,117.11,2.06,-0.06778606965174118,313.5432758620691
sh600073,上海梅林,5.79,0.37,6.827,5.78,5.79,5.42,5.37,5.89,5.25,13363172.0,75264557.0,5429453642.88,12.5,1.09,-0.047697368421052634,18.18181818181818
sh600075,新疆天业,3.42,0.16,4.908,3.42,3.43,3.26,3.27,3.47,3.16,15017620.0,49793892.0,5839177291.0199995,-7.15,0.65,-0.0952380952380952,13.421929824561403
sh600076,康欣新材,1.74,-0.06,-3.333,1.74,1.75,1.8,1.76,1.82,1.62,25023530.0,42110709.0,2339505458.58,-12.9,0.52,-0.21973094170403587,1.820245398773006
sh600079,人福医药,20.58,1.87,9.995,20.58,0.0,18.71,18.72,20.58,18.51,24479307.0,485087152.0,33593990758.859997,15.06,2.01,0.02032721864154668,17.605352112676055
sh600080,金花股份,4.96,-0.13,-2.554,4.96,4.97,5.09,4.96,5.23,4.62,9853351.0,47733526.0,1851420613.6,378.45,1.1,-0.169179229480737,-132.8804253785148
sh600081,东风科技,7.67,0.22,2.953,7.66,7.67,7.45,7.45,7.98,6.95,7386071.0,54629144.0,4435894867.43,46.12,1.0,-0.1382022471910113,-71.09851417857979
sh600082,海泰发展,2.31,-0.25,-9.766,2.3,2.31,2.56,2.33,2.44,2.3,35120173.0,81679346.0,1492527558.06,159.89,0.87,-0.25483870967741934,24942.840000000146
sh600083,博信股份,4.55,-0.48,-9.543,4.54,4.55,5.03,4.53,4.67,4.53,13424400.0,61162887.0,1046500000.0,-249.37,15.06,-0.2540983606557377,-62.632465116279064
sh600084,中信尼雅,5.1,-0.14,-2.672,5.09,5.1,5.24,4.88,5.24,4.72,8938928.0,44062066.0,5731006833.0,-6.79,4.46,-0.17741935483870977,0.16975
